prompt,color,estilo,elemento,posicion
Camiseta de color verde con motivo urbano de dragón en la zona espalda,verde,urbano,dragón,espalda
"Diseño para camiseta: guitarra en posición espalda, color azul, estilo visual vintage",azul,vintage,guitarra,espalda
"Quiero diseño de lobo en camiseta color verde, estilo deportivo, ubicado en esquina",verde,deportivo,lobo,esquina
"Quiero estampado de texto en zona centrado, color azul, estilo minimalista",azul,minimalista,texto,centrado
"Quiero diseño de montaña en camiseta color negro, estilo minimalista, ubicado en centrado",negro,minimalista,montaña,centrado
"Camiseta de color blanco, diseño de automóvil, estilo retro, zona centrado",blanco,retro,automóvil,centrado
"Diseño de camiseta: gráfico de sol, color negro, estilo minimalista, posición espalda",negro,minimalista,sol,espalda
"Quiero diseño de dragón en camiseta color gris, estilo urbano, ubicado en esquina",gris,urbano,dragón,esquina
"Quiero estampado de lobo en zona esquina, color gris, estilo vintage",gris,vintage,lobo,esquina
"Camiseta color verde, estilo retro, con estampado de texto en zona pecho",verde,retro,texto,pecho
"Diseño para camiseta: calavera en posición pecho, color blanco, estilo visual retro",blanco,retro,calavera,pecho
"Camiseta de color negro, diseño de automóvil, estilo vintage, zona pecho",negro,vintage,automóvil,pecho
"Camiseta con estampado de lobo, color principal gris, estilo visual vintage, zona pecho",gris,vintage,lobo,pecho
"Quiero estampado de águila en zona centrado, color gris, estilo deportivo",gris,deportivo,águila,centrado
"Generar camiseta de estilo urbano, color negro, imagen de sol en zona esquina",negro,urbano,sol,esquina
"Camiseta con imagen de sol, color rojo, estilo retro, posición espalda",rojo,retro,sol,espalda
Camiseta de color negro con motivo urbano de montaña en la zona espalda,negro,urbano,montaña,espalda
"Camiseta color verde, estilo urbano, con estampado de dragón en zona centrado",verde,urbano,dragón,centrado
"Diseño de camiseta: gráfico de texto, color verde, estilo urbano, posición espalda",verde,urbano,texto,espalda
"Camiseta color negro, estilo deportivo, con estampado de dragón en zona esquina",negro,deportivo,dragón,esquina
Camiseta de color rojo con motivo retro de calavera en la zona esquina,rojo,retro,calavera,esquina
"Camiseta de color azul, diseño de águila, estilo vintage, zona espalda",azul,vintage,águila,espalda
"Camiseta con estampado de texto, color principal blanco, estilo visual urbano, zona esquina",blanco,urbano,texto,esquina
"Necesito una camiseta con gráfico de guitarra en zona esquina, color gris, estilo vintage",gris,vintage,guitarra,esquina
"Quiero estampado de árbol en zona espalda, color rojo, estilo urbano",rojo,urbano,árbol,espalda
"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo vintage, ubicación esquina",blanco,vintage,lobo,esquina
"Necesito una camiseta con gráfico de guitarra en zona espalda, color azul, estilo vintage",azul,vintage,guitarra,espalda
"Camiseta color verde, estilo vintage, con estampado de dragón en zona espalda",verde,vintage,dragón,espalda
"Crear camiseta de estilo vintage con motivo de montaña en color blanco, zona pecho",blanco,vintage,montaña,pecho
"Camiseta color blanco, estilo retro, con estampado de lobo en zona esquina",blanco,retro,lobo,esquina
"Quiero una camiseta con diseño de dragón en estilo retro, color gris, posición esquina",gris,retro,dragón,esquina
"Camiseta de color azul, diseño de águila, estilo retro, zona espalda",azul,retro,águila,espalda
"Diseño de camiseta: gráfico de guitarra, color rojo, estilo deportivo, posición pecho",rojo,deportivo,guitarra,pecho
"Camiseta con imagen de sol, color azul, estilo minimalista, posición pecho",azul,minimalista,sol,pecho
Camiseta de color negro con motivo deportivo de árbol en la zona pecho,negro,deportivo,árbol,pecho
"Camiseta con estampado de automóvil, color principal blanco, estilo visual vintage, zona pecho",blanco,vintage,automóvil,pecho
"Crear camiseta de estilo minimalista con motivo de guitarra en color rojo, zona pecho",rojo,minimalista,guitarra,pecho
"Diseñar camiseta: elemento gráfico árbol, color azul, estilo urbano, ubicación pecho",azul,urbano,árbol,pecho
"Necesito una camiseta con gráfico de texto en zona centrado, color blanco, estilo vintage",blanco,vintage,texto,centrado
"Quiero estampado de árbol en zona centrado, color blanco, estilo vintage",blanco,vintage,árbol,centrado
"Camiseta de color negro, diseño de guitarra, estilo urbano, zona pecho",negro,urbano,guitarra,pecho
"Quiero estampado de texto en zona pecho, color azul, estilo deportivo",azul,deportivo,texto,pecho
"Diseño para camiseta: dragón en posición esquina, color blanco, estilo visual vintage",blanco,vintage,dragón,esquina
"Quiero una camiseta con diseño de guitarra en estilo urbano, color gris, posición esquina",gris,urbano,guitarra,esquina
"Camiseta con estampado de automóvil, color principal gris, estilo visual minimalista, zona espalda",gris,minimalista,automóvil,espalda
"Quiero diseño de guitarra en camiseta color negro, estilo urbano, ubicado en pecho",negro,urbano,guitarra,pecho
"Quiero una camiseta con diseño de guitarra en estilo urbano, color blanco, posición pecho",blanco,urbano,guitarra,pecho
"Camiseta color verde, estilo minimalista, con estampado de montaña en zona esquina",verde,minimalista,montaña,esquina
"Quiero una camiseta con diseño de águila en estilo vintage, color blanco, posición pecho",blanco,vintage,águila,pecho
"Diseño de camiseta: gráfico de texto, color negro, estilo deportivo, posición esquina",negro,deportivo,texto,esquina
"Quiero diseño de montaña en camiseta color gris, estilo deportivo, ubicado en esquina",gris,deportivo,montaña,esquina
"Diseñar camiseta: elemento gráfico guitarra, color azul, estilo urbano, ubicación pecho",azul,urbano,guitarra,pecho
"Camiseta color rojo, estilo retro, con estampado de guitarra en zona espalda",rojo,retro,guitarra,espalda
"Crear camiseta de estilo deportivo con motivo de sol en color verde, zona pecho",verde,deportivo,sol,pecho
"Necesito una camiseta con gráfico de calavera en zona centrado, color verde, estilo retro",verde,retro,calavera,centrado
"Quiero estampado de automóvil en zona centrado, color blanco, estilo minimalista",blanco,minimalista,automóvil,centrado
"Crear camiseta de estilo urbano con motivo de texto en color negro, zona centrado",negro,urbano,texto,centrado
"Necesito una camiseta con gráfico de texto en zona pecho, color rojo, estilo urbano",rojo,urbano,texto,pecho
"Diseño para camiseta: automóvil en posición centrado, color rojo, estilo visual urbano",rojo,urbano,automóvil,centrado
"Quiero diseño de montaña en camiseta color rojo, estilo retro, ubicado en centrado",rojo,retro,montaña,centrado
"Camiseta color verde, estilo vintage, con estampado de dragón en zona esquina",verde,vintage,dragón,esquina
"Camiseta color verde, estilo minimalista, con estampado de calavera en zona centrado",verde,minimalista,calavera,centrado
"Camiseta con estampado de sol, color principal gris, estilo visual retro, zona centrado",gris,retro,sol,centrado
"Camiseta color negro, estilo urbano, con estampado de texto en zona esquina",negro,urbano,texto,esquina
"Quiero estampado de montaña en zona espalda, color rojo, estilo urbano",rojo,urbano,montaña,espalda
"Diseñar camiseta: elemento gráfico guitarra, color rojo, estilo minimalista, ubicación espalda",rojo,minimalista,guitarra,espalda
"Diseño para camiseta: dragón en posición esquina, color gris, estilo visual minimalista",gris,minimalista,dragón,esquina
"Camiseta con estampado de águila, color principal blanco, estilo visual urbano, zona esquina",blanco,urbano,águila,esquina
"Camiseta con imagen de automóvil, color blanco, estilo minimalista, posición centrado",blanco,minimalista,automóvil,centrado
"Quiero estampado de águila en zona esquina, color rojo, estilo deportivo",rojo,deportivo,águila,esquina
"Crear camiseta de estilo urbano con motivo de árbol en color rojo, zona esquina",rojo,urbano,árbol,esquina
"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo deportivo, ubicación esquina",blanco,deportivo,lobo,esquina
"Quiero diseño de águila en camiseta color blanco, estilo urbano, ubicado en espalda",blanco,urbano,águila,espalda
"Quiero una camiseta con diseño de árbol en estilo urbano, color gris, posición espalda",gris,urbano,árbol,espalda
"Necesito una camiseta con gráfico de calavera en zona espalda, color rojo, estilo deportivo",rojo,deportivo,calavera,espalda
Camiseta de color gris con motivo minimalista de dragón en la zona pecho,gris,minimalista,dragón,pecho
Camiseta de color azul con motivo vintage de sol en la zona centrado,azul,vintage,sol,centrado
"Quiero diseño de sol en camiseta color negro, estilo vintage, ubicado en centrado",negro,vintage,sol,centrado
"Diseño para camiseta: texto en posición espalda, color gris, estilo visual retro",gris,retro,texto,espalda
"Generar camiseta de estilo minimalista, color gris, imagen de montaña en zona espalda",gris,minimalista,montaña,espalda
Camiseta de color gris con motivo retro de montaña en la zona esquina,gris,retro,montaña,esquina
"Quiero estampado de automóvil en zona espalda, color gris, estilo urbano",gris,urbano,automóvil,espalda
"Necesito una camiseta con gráfico de águila en zona esquina, color gris, estilo minimalista",gris,minimalista,águila,esquina
"Quiero diseño de texto en camiseta color negro, estilo retro, ubicado en espalda",negro,retro,texto,espalda
"Camiseta de color rojo, diseño de sol, estilo retro, zona esquina",rojo,retro,sol,esquina
"Necesito una camiseta con gráfico de águila en zona centrado, color blanco, estilo vintage",blanco,vintage,águila,centrado
"Crear camiseta de estilo urbano con motivo de montaña en color rojo, zona pecho",rojo,urbano,montaña,pecho
"Necesito una camiseta con gráfico de automóvil en zona esquina, color negro, estilo vintage",negro,vintage,automóvil,esquina
"Quiero diseño de lobo en camiseta color rojo, estilo vintage, ubicado en esquina",rojo,vintage,lobo,esquina
"Camiseta con imagen de sol, color gris, estilo retro, posición esquina",gris,retro,sol,esquina
"Camiseta con imagen de texto, color blanco, estilo urbano, posición esquina",blanco,urbano,texto,esquina
"Diseño de camiseta: gráfico de sol, color verde, estilo deportivo, posición centrado",verde,deportivo,sol,centrado
"Camiseta color rojo, estilo deportivo, con estampado de árbol en zona esquina",rojo,deportivo,árbol,esquina
"Quiero diseño de árbol en camiseta color rojo, estilo urbano, ubicado en espalda",rojo,urbano,árbol,espalda
"Diseñar camiseta: elemento gráfico automóvil, color gris, estilo deportivo, ubicación centrado",gris,deportivo,automóvil,centrado
"Camiseta color gris, estilo retro, con estampado de dragón en zona esquina",gris,retro,dragón,esquina
"Quiero estampado de árbol en zona esquina, color azul, estilo vintage",azul,vintage,árbol,esquina
"Camiseta color verde, estilo vintage, con estampado de sol en zona esquina",verde,vintage,sol,esquina
"Generar camiseta de estilo retro, color negro, imagen de árbol en zona pecho",negro,retro,árbol,pecho
"Generar camiseta de estilo deportivo, color blanco, imagen de texto en zona centrado",blanco,deportivo,texto,centrado
"Quiero estampado de montaña en zona esquina, color gris, estilo retro",gris,retro,montaña,esquina
Camiseta de color azul con motivo urbano de lobo en la zona espalda,azul,urbano,lobo,espalda
"Quiero estampado de calavera en zona esquina, color azul, estilo vintage",azul,vintage,calavera,esquina
"Diseño para camiseta: águila en posición pecho, color verde, estilo visual urbano",verde,urbano,águila,pecho
"Camiseta color negro, estilo vintage, con estampado de automóvil en zona centrado",negro,vintage,automóvil,centrado
"Generar camiseta de estilo urbano, color azul, imagen de sol en zona pecho",azul,urbano,sol,pecho
"Quiero diseño de montaña en camiseta color azul, estilo minimalista, ubicado en espalda",azul,minimalista,montaña,espalda
"Camiseta con estampado de sol, color principal gris, estilo visual minimalista, zona espalda",gris,minimalista,sol,espalda
"Crear camiseta de estilo retro con motivo de automóvil en color negro, zona centrado",negro,retro,automóvil,centrado
"Camiseta con estampado de dragón, color principal gris, estilo visual deportivo, zona centrado",gris,deportivo,dragón,centrado
"Camiseta con imagen de águila, color negro, estilo urbano, posición centrado",negro,urbano,águila,centrado
"Diseño para camiseta: sol en posición esquina, color blanco, estilo visual minimalista",blanco,minimalista,sol,esquina
"Camiseta con estampado de dragón, color principal azul, estilo visual urbano, zona esquina",azul,urbano,dragón,esquina
