id,prompt,color,estilo,elemento,posicion
1334,"Quiero estampado de águila en zona centrado, color gris, estilo deportivo",gris,deportivo,águila,centrado
1335,"Generar camiseta de estilo urbano, color negro, imagen de sol en zona esquina",negro,urbano,sol,esquina
1336,"Camiseta con imagen de sol, color rojo, estilo retro, posición espalda",rojo,retro,sol,espalda
1337,Camiseta de color negro con motivo urbano de montaña en la zona espalda,negro,urbano,montaña,espalda
1338,"Camiseta color verde, estilo urbano, con estampado de dragón en zona centrado",verde,urbano,dragón,centrado
1339,"Diseño de camiseta: gráfico de texto, color verde, estilo urbano, posición espalda",verde,urbano,texto,espalda
1340,"Camiseta color negro, estilo deportivo, con estampado de dragón en zona esquina",negro,deportivo,dragón,esquina
1341,Camiseta de color rojo con motivo retro de calavera en la zona esquina,rojo,retro,calavera,esquina
1342,"Camiseta de color azul, diseño de águila, estilo vintage, zona espalda",azul,vintage,águila,espalda
1343,"Camiseta con estampado de texto, color principal blanco, estilo visual urbano, zona esquina",blanco,urbano,texto,esquina
1344,"Necesito una camiseta con gráfico de guitarra en zona esquina, color gris, estilo vintage",gris,vintage,guitarra,esquina
1345,"Quiero estampado de árbol en zona espalda, color rojo, estilo urbano",rojo,urbano,árbol,espalda
1346,"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo vintage, ubicación esquina",blanco,vintage,lobo,esquina
1347,"Necesito una camiseta con gráfico de guitarra en zona espalda, color azul, estilo vintage",azul,vintage,guitarra,espalda
1348,"Camiseta color verde, estilo vintage, con estampado de dragón en zona espalda",verde,vintage,dragón,espalda
1349,"Crear camiseta de estilo vintage con motivo de montaña en color blanco, zona pecho",blanco,vintage,montaña,pecho
1350,"Camiseta color blanco, estilo retro, con estampado de lobo en zona esquina",blanco,retro,lobo,esquina
1351,"Quiero una camiseta con diseño de dragón en estilo retro, color gris, posición esquina",gris,retro,dragón,esquina
1352,"Camiseta de color azul, diseño de águila, estilo retro, zona espalda",azul,retro,águila,espalda
1353,"Diseño de camiseta: gráfico de guitarra, color rojo, estilo deportivo, posición pecho",rojo,deportivo,guitarra,pecho
1354,"Camiseta con imagen de sol, color azul, estilo minimalista, posición pecho",azul,minimalista,sol,pecho
1355,Camiseta de color negro con motivo deportivo de árbol en la zona pecho,negro,deportivo,árbol,pecho
1356,"Camiseta con estampado de automóvil, color principal blanco, estilo visual vintage, zona pecho",blanco,vintage,automóvil,pecho
1357,"Crear camiseta de estilo minimalista con motivo de guitarra en color rojo, zona pecho",rojo,minimalista,guitarra,pecho
1358,"Diseñar camiseta: elemento gráfico árbol, color azul, estilo urbano, ubicación pecho",azul,urbano,árbol,pecho
1359,"Necesito una camiseta con gráfico de texto en zona centrado, color blanco, estilo vintage",blanco,vintage,texto,centrado
1360,"Quiero estampado de árbol en zona centrado, color blanco, estilo vintage",blanco,vintage,árbol,centrado
1361,"Camiseta de color negro, diseño de guitarra, estilo urbano, zona pecho",negro,urbano,guitarra,pecho
1362,"Quiero estampado de texto en zona pecho, color azul, estilo deportivo",azul,deportivo,texto,pecho
1363,"Diseño para camiseta: dragón en posición esquina, color blanco, estilo visual vintage",blanco,vintage,dragón,esquina
1364,"Quiero una camiseta con diseño de guitarra en estilo urbano, color gris, posición esquina",gris,urbano,guitarra,esquina
1365,"Camiseta con estampado de automóvil, color principal gris, estilo visual minimalista, zona espalda",gris,minimalista,automóvil,espalda
1366,"Quiero diseño de guitarra en camiseta color negro, estilo urbano, ubicado en pecho",negro,urbano,guitarra,pecho
1367,"Quiero una camiseta con diseño de guitarra en estilo urbano, color blanco, posición pecho",blanco,urbano,guitarra,pecho
1368,"Camiseta color verde, estilo minimalista, con estampado de montaña en zona esquina",verde,minimalista,montaña,esquina
1369,"Quiero una camiseta con diseño de águila en estilo vintage, color blanco, posición pecho",blanco,vintage,águila,pecho
1370,"Diseño de camiseta: gráfico de texto, color negro, estilo deportivo, posición esquina",negro,deportivo,texto,esquina
1371,"Quiero diseño de montaña en camiseta color gris, estilo deportivo, ubicado en esquina",gris,deportivo,montaña,esquina
1372,"Diseñar camiseta: elemento gráfico guitarra, color azul, estilo urbano, ubicación pecho",azul,urbano,guitarra,pecho
1373,"Camiseta color rojo, estilo retro, con estampado de guitarra en zona espalda",rojo,retro,guitarra,espalda
1374,"Crear camiseta de estilo deportivo con motivo de sol en color verde, zona pecho",verde,deportivo,sol,pecho
1375,"Necesito una camiseta con gráfico de calavera en zona centrado, color verde, estilo retro",verde,retro,calavera,centrado
1376,"Quiero estampado de automóvil en zona centrado, color blanco, estilo minimalista",blanco,minimalista,automóvil,centrado
1377,"Crear camiseta de estilo urbano con motivo de texto en color negro, zona centrado",negro,urbano,texto,centrado
1378,"Necesito una camiseta con gráfico de texto en zona pecho, color rojo, estilo urbano",rojo,urbano,texto,pecho
1379,"Diseño para camiseta: automóvil en posición centrado, color rojo, estilo visual urbano",rojo,urbano,automóvil,centrado
1380,"Quiero diseño de montaña en camiseta color rojo, estilo retro, ubicado en centrado",rojo,retro,montaña,centrado
1381,"Camiseta color verde, estilo vintage, con estampado de dragón en zona esquina",verde,vintage,dragón,esquina
1382,"Camiseta color verde, estilo minimalista, con estampado de calavera en zona centrado",verde,minimalista,calavera,centrado
1383,"Camiseta con estampado de sol, color principal gris, estilo visual retro, zona centrado",gris,retro,sol,centrado
1384,"Camiseta color negro, estilo urbano, con estampado de texto en zona esquina",negro,urbano,texto,esquina
1385,"Quiero estampado de montaña en zona espalda, color rojo, estilo urbano",rojo,urbano,montaña,espalda
1386,"Diseñar camiseta: elemento gráfico guitarra, color rojo, estilo minimalista, ubicación espalda",rojo,minimalista,guitarra,espalda
1387,"Diseño para camiseta: dragón en posición esquina, color gris, estilo visual minimalista",gris,minimalista,dragón,esquina
1388,"Camiseta con estampado de águila, color principal blanco, estilo visual urbano, zona esquina",blanco,urbano,águila,esquina
1389,"Camiseta con imagen de automóvil, color blanco, estilo minimalista, posición centrado",blanco,minimalista,automóvil,centrado
1390,"Quiero estampado de águila en zona esquina, color rojo, estilo deportivo",rojo,deportivo,águila,esquina
1391,"Crear camiseta de estilo urbano con motivo de árbol en color rojo, zona esquina",rojo,urbano,árbol,esquina
1392,"Diseñar camiseta: elemento gráfico lobo, color blanco, estilo deportivo, ubicación esquina",blanco,deportivo,lobo,esquina
1393,"Quiero diseño de águila en camiseta color blanco, estilo urbano, ubicado en espalda",blanco,urbano,águila,espalda
1394,"Quiero una camiseta con diseño de árbol en estilo urbano, color gris, posición espalda",gris,urbano,árbol,espalda
1395,"Necesito una camiseta con gráfico de calavera en zona espalda, color rojo, estilo deportivo",rojo,deportivo,calavera,espalda
1396,Camiseta de color gris con motivo minimalista de dragón en la zona pecho,gris,minimalista,dragón,pecho
1397,Camiseta de color azul con motivo vintage de sol en la zona centrado,azul,vintage,sol,centrado
1398,"Quiero diseño de sol en camiseta color negro, estilo vintage, ubicado en centrado",negro,vintage,sol,centrado
1399,"Diseño para camiseta: texto en posición espalda, color gris, estilo visual retro",gris,retro,texto,espalda
1400,"Generar camiseta de estilo minimalista, color gris, imagen de montaña en zona espalda",gris,minimalista,montaña,espalda
1401,Camiseta de color gris con motivo retro de montaña en la zona esquina,gris,retro,montaña,esquina
1402,"Quiero estampado de automóvil en zona espalda, color gris, estilo urbano",gris,urbano,automóvil,espalda
1403,"Necesito una camiseta con gráfico de águila en zona esquina, color gris, estilo minimalista",gris,minimalista,águila,esquina
1404,"Quiero diseño de texto en camiseta color negro, estilo retro, ubicado en espalda",negro,retro,texto,espalda
1405,"Camiseta de color rojo, diseño de sol, estilo retro, zona esquina",rojo,retro,sol,esquina
1406,"Necesito una camiseta con gráfico de águila en zona centrado, color blanco, estilo vintage",blanco,vintage,águila,centrado
1407,"Crear camiseta de estilo urbano con motivo de montaña en color rojo, zona pecho",rojo,urbano,montaña,pecho
1408,"Necesito una camiseta con gráfico de automóvil en zona esquina, color negro, estilo vintage",negro,vintage,automóvil,esquina
1409,"Quiero diseño de lobo en camiseta color rojo, estilo vintage, ubicado en esquina",rojo,vintage,lobo,esquina
1410,"Camiseta con imagen de sol, color gris, estilo retro, posición esquina",gris,retro,sol,esquina
1411,"Camiseta con imagen de texto, color blanco, estilo urbano, posición esquina",blanco,urbano,texto,esquina
1412,"Diseño de camiseta: gráfico de sol, color verde, estilo deportivo, posición centrado",verde,deportivo,sol,centrado
1413,"Camiseta color rojo, estilo deportivo, con estampado de árbol en zona esquina",rojo,deportivo,árbol,esquina
1414,"Quiero diseño de árbol en camiseta color rojo, estilo urbano, ubicado en espalda",rojo,urbano,árbol,espalda
1415,"Diseñar camiseta: elemento gráfico automóvil, color gris, estilo deportivo, ubicación centrado",gris,deportivo,automóvil,centrado
1416,"Camiseta color gris, estilo retro, con estampado de dragón en zona esquina",gris,retro,dragón,esquina
1417,"Quiero estampado de árbol en zona esquina, color azul, estilo vintage",azul,vintage,árbol,esquina
1418,"Camiseta color verde, estilo vintage, con estampado de sol en zona esquina",verde,vintage,sol,esquina
1419,"Generar camiseta de estilo retro, color negro, imagen de árbol en zona pecho",negro,retro,árbol,pecho
1420,"Generar camiseta de estilo deportivo, color blanco, imagen de texto en zona centrado",blanco,deportivo,texto,centrado
1421,"Quiero estampado de montaña en zona esquina, color gris, estilo retro",gris,retro,montaña,esquina
1422,Camiseta de color azul con motivo urbano de lobo en la zona espalda,azul,urbano,lobo,espalda
1423,"Quiero estampado de calavera en zona esquina, color azul, estilo vintage",azul,vintage,calavera,esquina
1424,"Diseño para camiseta: águila en posición pecho, color verde, estilo visual urbano",verde,urbano,águila,pecho
1425,"Camiseta color negro, estilo vintage, con estampado de automóvil en zona centrado",negro,vintage,automóvil,centrado
1426,"Generar camiseta de estilo urbano, color azul, imagen de sol en zona pecho",azul,urbano,sol,pecho
1427,"Quiero diseño de montaña en camiseta color azul, estilo minimalista, ubicado en espalda",azul,minimalista,montaña,espalda
1428,"Camiseta con estampado de sol, color principal gris, estilo visual minimalista, zona espalda",gris,minimalista,sol,espalda
1429,"Crear camiseta de estilo retro con motivo de automóvil en color negro, zona centrado",negro,retro,automóvil,centrado
1430,"Camiseta con estampado de dragón, color principal gris, estilo visual deportivo, zona centrado",gris,deportivo,dragón,centrado
1431,"Camiseta con imagen de águila, color negro, estilo urbano, posición centrado",negro,urbano,águila,centrado
1432,"Diseño para camiseta: sol en posición esquina, color blanco, estilo visual minimalista",blanco,minimalista,sol,esquina
1433,"Camiseta con estampado de dragón, color principal azul, estilo visual urbano, zona esquina",azul,urbano,dragón,esquina
1434,"Quiero diseño de calavera en camiseta color verde, estilo minimalista, ubicado en esquina",verde,minimalista,calavera,esquina
1435,Camiseta de color blanco con motivo urbano de montaña en la zona esquina,blanco,urbano,montaña,esquina
1436,"Diseño para camiseta: sol en posición espalda, color negro, estilo visual deportivo",negro,deportivo,sol,espalda
1437,"Camiseta de color gris, diseño de automóvil, estilo vintage, zona centrado",gris,vintage,automóvil,centrado
1438,"Generar camiseta de estilo urbano, color blanco, imagen de lobo en zona espalda",blanco,urbano,lobo,espalda
1439,"Crear camiseta de estilo urbano con motivo de dragón en color azul, zona pecho",azul,urbano,dragón,pecho
1440,"Camiseta color azul, estilo deportivo, con estampado de sol en zona espalda",azul,deportivo,sol,espalda
1441,"Crear camiseta de estilo urbano con motivo de sol en color rojo, zona espalda",rojo,urbano,sol,espalda
1442,Camiseta de color azul con motivo urbano de sol en la zona centrado,azul,urbano,sol,centrado
1443,"Diseño para camiseta: árbol en posición espalda, color azul, estilo visual minimalista",azul,minimalista,árbol,espalda
1444,"Diseño para camiseta: montaña en posición pecho, color gris, estilo visual deportivo",gris,deportivo,montaña,pecho
1445,"Diseño de camiseta: gráfico de guitarra, color blanco, estilo vintage, posición pecho",blanco,vintage,guitarra,pecho
1446,Camiseta de color verde con motivo vintage de águila en la zona espalda,verde,vintage,águila,espalda
